year,round,race_name,driver_id,driver_code,constructor_id,grid,finish_position,pts_finish,pts_place_diff,pts_fastest_lap,pts_classified,pts_defeated_teammate,dk_points_total
2025,10,Canadian Grand Prix,leclerc,LEC,ferrari,8,5,30,3,0,1,5,39
2025,10,Canadian Grand Prix,hamilton,HAM,ferrari,5,6,27,-1,0,1,0,27
2025,10,Canadian Grand Prix,alonso,ALO,aston_martin,6,7,25,-1,0,1,5,30
2025,10,Canadian Grand Prix,hulkenberg,HUL,sauber,11,8,23,3,0,1,5,32
2025,10,Canadian Grand Prix,ocon,OCO,haas,14,9,22,5,0,1,5,33
2025,10,Canadian Grand Prix,sainz,SAI,williams,16,10,20,6,0,1,5,32
2025,10,Canadian Grand Prix,bearman,BEA,haas,13,11,17,2,0,1,0,20
2025,10,Canadian Grand Prix,tsunoda,TSU,red_bull,18,12,15,6,0,1,0,22
2025,10,Canadian Grand Prix,colapinto,COL,alpine,10,13,13,-3,0,1,5,16
2025,10,Canadian Grand Prix,bortoleto,BOR,sauber,15,14,12,1,0,1,0,14
2025,10,Canadian Grand Prix,gasly,GAS,alpine,20,15,10,5,0,1,0,16
2025,10,Canadian Grand Prix,hadjar,HAD,rb,12,16,7,-4,0,1,5,9
2025,10,Canadian Grand Prix,stroll,STR,aston_martin,17,17,5,0,0,1,0,6
2025,10,Canadian Grand Prix,norris,NOR,mclaren,7,18,4,-11,0,1,0,-6
2025,10,Canadian Grand Prix,lawson,LAW,rb,19,19,3,0,0,0,0,3
2025,10,Canadian Grand Prix,albon,ALB,williams,9,20,2,-11,0,0,0,-9
2025,11,Austrian Grand Prix,norris,NOR,mclaren,1,1,40,0,0,1,5,46
2025,11,Austrian Grand Prix,piastri,PIA,mclaren,3,2,37,1,3,1,0,42
2025,11,Austrian Grand Prix,leclerc,LEC,ferrari,2,3,35,-1,0,1,5,40
2025,11,Austrian Grand Prix,hamilton,HAM,ferrari,4,4,32,0,0,1,0,33
2025,11,Austrian Grand Prix,russell,RUS,mercedes,5,5,30,0,0,1,5,36
2025,11,Austrian Grand Prix,lawson,LAW,rb,6,6,27,0,0,1,5,33
2025,11,Austrian Grand Prix,alonso,ALO,aston_martin,11,7,25,4,0,1,5,35
2025,11,Austrian Grand Prix,bortoleto,BOR,sauber,8,8,23,0,0,1,5,29
2025,11,Austrian Grand Prix,hulkenberg,HUL,sauber,20,9,22,11,0,1,0,34
2025,11,Austrian Grand Prix,ocon,OCO,haas,17,10,20,7,0,1,5,33
2025,11,Austrian Grand Prix,bearman,BEA,haas,15,11,17,4,0,1,0,22
2025,11,Austrian Grand Prix,hadjar,HAD,rb,13,12,15,1,0,1,0,17
2025,11,Austrian Grand Prix,gasly,GAS,alpine,10,13,13,-3,0,1,5,16
2025,11,Austrian Grand Prix,stroll,STR,aston_martin,16,14,12,2,0,1,0,15
2025,11,Austrian Grand Prix,colapinto,COL,alpine,14,15,10,-1,0,1,0,10
2025,11,Austrian Grand Prix,tsunoda,TSU,red_bull,18,16,7,2,0,1,5,15
2025,11,Austrian Grand Prix,albon,ALB,williams,12,17,5,-5,0,0,5,5
2025,11,Austrian Grand Prix,max_verstappen,VER,red_bull,7,18,4,-11,0,0,0,-7
2025,11,Austrian Grand Prix,antonelli,ANT,mercedes,9,19,3,-10,0,0,0,-7
2025,11,Austrian Grand Prix,sainz,SAI,williams,19,20,2,-1,0,0,0,1
2025,12,British Grand Prix,norris,NOR,mclaren,3,1,40,2,0,1,5,48
2025,12,British Grand Prix,piastri,PIA,mclaren,2,2,37,0,3,1,0,41
2025,12,British Grand Prix,hulkenberg,HUL,sauber,19,3,35,16,0,1,5,57
2025,12,British Grand Prix,hamilton,HAM,ferrari,5,4,32,1,0,1,5,39
2025,12,British Grand Prix,max_verstappen,VER,red_bull,1,5,30,-4,0,1,5,32
2025,12,British Grand Prix,gasly,GAS,alpine,8,6,27,2,0,1,5,35
2025,12,British Grand Prix,stroll,STR,aston_martin,17,7,25,10,0,1,5,41
2025,12,British Grand Prix,albon,ALB,williams,13,8,23,5,0,1,5,34
2025,12,British Grand Prix,alonso,ALO,aston_martin,7,9,22,-2,0,1,0,21
2025,12,British Grand Prix,russell,RUS,mercedes,4,10,20,-6,0,1,5,20
2025,12,British Grand Prix,bearman,BEA,haas,18,11,17,7,0,1,5,30
2025,12,British Grand Prix,sainz,SAI,williams,9,12,15,-3,0,1,0,13
2025,12,British Grand Prix,ocon,OCO,haas,14,13,13,1,0,1,0,15
2025,12,British Grand Prix,leclerc,LEC,ferrari,6,14,12,-8,0,1,0,5
2025,12,British Grand Prix,tsunoda,TSU,red_bull,11,15,10,-4,0,1,0,7
2025,12,British Grand Prix,antonelli,ANT,mercedes,10,16,7,-6,0,0,0,1
2025,12,British Grand Prix,hadjar,HAD,rb,12,17,5,-5,0,0,5,5
2025,12,British Grand Prix,bortoleto,BOR,sauber,16,18,4,-2,0,0,0,2
2025,12,British Grand Prix,lawson,LAW,rb,15,19,3,-4,0,0,0,-1
2025,12,British Grand Prix,colapinto,COL,alpine,20,20,2,0,0,0,0,2
2025,13,Belgian Grand Prix,piastri,PIA,mclaren,2,1,40,1,0,1,5,47
2025,13,Belgian Grand Prix,norris,NOR,mclaren,1,2,37,-1,0,1,0,37
2025,13,Belgian Grand Prix,leclerc,LEC,ferrari,3,3,35,0,0,1,5,41
2025,13,Belgian Grand Prix,max_verstappen,VER,red_bull,4,4,32,0,0,1,5,38
2025,13,Belgian Grand Prix,russell,RUS,mercedes,6,5,30,1,0,1,5,37
2025,13,Belgian Grand Prix,albon,ALB,williams,5,6,27,-1,0,1,5,32
2025,13,Belgian Grand Prix,hamilton,HAM,ferrari,18,7,25,11,0,1,0,37
2025,13,Belgian Grand Prix,lawson,LAW,rb,9,8,23,1,0,1,5,30
2025,13,Belgian Grand Prix,bortoleto,BOR,sauber,10,9,22,1,0,1,5,29
2025,13,Belgian Grand Prix,gasly,GAS,alpine,13,10,20,3,0,1,5,29
2025,13,Belgian Grand Prix,bearman,BEA,haas,12,11,17,1,0,1,5,24
2025,13,Belgian Grand Prix,hulkenberg,HUL,sauber,14,12,15,2,0,1,0,18
2025,13,Belgian Grand Prix,tsunoda,TSU,red_bull,7,13,13,-6,0,1,0,8
2025,13,Belgian Grand Prix,stroll,STR,aston_martin,16,14,12,2,0,1,5,20
2025,13,Belgian Grand Prix,ocon,OCO,haas,11,15,10,-4,0,1,0,7
2025,13,Belgian Grand Prix,antonelli,ANT,mercedes,19,16,7,3,3,1,0,14
2025,13,Belgian Grand Prix,alonso,ALO,aston_martin,20,17,5,3,0,1,0,9
2025,13,Belgian Grand Prix,sainz,SAI,williams,17,18,4,-1,0,1,0,4
2025,13,Belgian Grand Prix,colapinto,COL,alpine,15,19,3,-4,0,1,0,0
2025,13,Belgian Grand Prix,hadjar,HAD,rb,8,20,2,-12,0,1,0,-9
2025,14,Hungarian Grand Prix,norris,NOR,mclaren,3,1,40,2,0,1,5,48
2025,14,Hungarian Grand Prix,piastri,PIA,mclaren,2,2,37,0,0,1,0,38
2025,14,Hungarian Grand Prix,russell,RUS,mercedes,4,3,35,1,3,1,5,45
2025,14,Hungarian Grand Prix,leclerc,LEC,ferrari,1,4,32,-3,0,1,5,35
2025,14,Hungarian Grand Prix,alonso,ALO,aston_martin,5,5,30,0,0,1,5,36
2025,14,Hungarian Grand Prix,bortoleto,BOR,sauber,7,6,27,1,0,1,5,34
2025,14,Hungarian Grand Prix,stroll,STR,aston_martin,6,7,25,-1,0,1,0,25
2025,14,Hungarian Grand Prix,lawson,LAW,rb,9,8,23,1,0,1,5,30
2025,14,Hungarian Grand Prix,max_verstappen,VER,red_bull,8,9,22,-1,0,1,5,27
2025,14,Hungarian Grand Prix,antonelli,ANT,mercedes,15,10,20,5,0,1,0,26
2025,14,Hungarian Grand Prix,hadjar,HAD,rb,10,11,17,-1,0,1,0,17
2025,14,Hungarian Grand Prix,hamilton,HAM,ferrari,12,12,15,0,0,1,0,16
2025,14,Hungarian Grand Prix,hulkenberg,HUL,sauber,18,13,13,5,0,1,0,19
2025,14,Hungarian Grand Prix,sainz,SAI,williams,13,14,12,-1,0,1,5,17
2025,14,Hungarian Grand Prix,albon,ALB,williams,19,15,10,4,0,1,0,15
2025,14,Hungarian Grand Prix,ocon,OCO,haas,17,16,7,1,0,1,5,14
2025,14,Hungarian Grand Prix,tsunoda,TSU,red_bull,20,17,5,3,0,1,0,9
2025,14,Hungarian Grand Prix,colapinto,COL,alpine,14,18,4,-4,0,1,5,6
2025,14,Hungarian Grand Prix,gasly,GAS,alpine,16,19,3,-3,0,1,0,1
2025,14,Hungarian Grand Prix,bearman,BEA,haas,11,20,2,-9,0,0,0,-7
2025,15,Dutch Grand Prix,piastri,PIA,mclaren,1,1,40,0,3,1,5,49
2025,15,Dutch Grand Prix,max_verstappen,VER,red_bull,3,2,37,1,0,1,5,44
2025,15,Dutch Grand Prix,hadjar,HAD,rb,4,3,35,1,0,1,5,42
2025,15,Dutch Grand Prix,russell,RUS,mercedes,5,4,32,1,0,1,5,39
2025,15,Dutch Grand Prix,albon,ALB,williams,15,5,30,10,0,1,5,46
2025,15,Dutch Grand Prix,bearman,BEA,haas,20,6,27,14,0,1,5,47
2025,15,Dutch Grand Prix,stroll,STR,aston_martin,19,7,25,12,0,1,5,43
2025,15,Dutch Grand Prix,alonso,ALO,aston_martin,10,8,23,2,0,1,0,26
2025,15,Dutch Grand Prix,tsunoda,TSU,red_bull,12,9,22,3,0,1,0,26
2025,15,Dutch Grand Prix,ocon,OCO,haas,18,10,20,8,0,1,0,29
2025,15,Dutch Grand Prix,colapinto,COL,alpine,16,11,17,5,0,1,5,28
2025,15,Dutch Grand Prix,lawson,LAW,rb,8,12,15,-4,0,1,0,12
2025,15,Dutch Grand Prix,sainz,SAI,williams,9,13,13,-4,0,1,0,10
2025,15,Dutch Grand Prix,hulkenberg,HUL,sauber,17,14,12,3,0,1,5,21
2025,15,Dutch Grand Prix,bortoleto,BOR,sauber,13,15,10,-2,0,1,0,9
2025,15,Dutch Grand Prix,antonelli,ANT,mercedes,11,16,7,-5,0,1,0,3
2025,15,Dutch Grand Prix,gasly,GAS,alpine,14,17,5,-3,0,1,0,3
2025,15,Dutch Grand Prix,norris,NOR,mclaren,2,18,4,-16,0,0,0,-12
2025,15,Dutch Grand Prix,leclerc,LEC,ferrari,6,19,3,-13,0,0,5,-5
2025,15,Dutch Grand Prix,hamilton,HAM,ferrari,7,20,2,-13,0,0,0,-11
2025,16,Italian Grand Prix,max_verstappen,VER,red_bull,1,1,40,0,0,1,5,46
2025,16,Italian Grand Prix,norris,NOR,mclaren,2,2,37,0,3,1,5,46
2025,16,Italian Grand Prix,piastri,PIA,mclaren,3,3,35,0,0,1,0,36
2025,16,Italian Grand Prix,leclerc,LEC,ferrari,4,4,32,0,0,1,5,38
2025,16,Italian Grand Prix,russell,RUS,mercedes,5,5,30,0,0,1,5,36
2025,16,Italian Grand Prix,hamilton,HAM,ferrari,10,6,27,4,0,1,0,32
2025,16,Italian Grand Prix,albon,ALB,williams,14,7,25,7,0,1,5,38
2025,16,Italian Grand Prix,bortoleto,BOR,sauber,7,8,23,-1,0,1,5,28
2025,16,Italian Grand Prix,antonelli,ANT,mercedes,6,9,22,-3,0,1,0,20
2025,16,Italian Grand Prix,hadjar,HAD,rb,19,10,20,9,0,1,5,35
2025,16,Italian Grand Prix,sainz,SAI,williams,13,11,17,2,0,1,0,20
2025,16,Italian Grand Prix,bearman,BEA,haas,11,12,15,-1,0,1,5,20
2025,16,Italian Grand Prix,tsunoda,TSU,red_bull,9,13,13,-4,0,1,0,10
2025,16,Italian Grand Prix,lawson,LAW,rb,18,14,12,4,0,1,0,17
2025,16,Italian Grand Prix,ocon,OCO,haas,15,15,10,0,0,1,0,11
2025,16,Italian Grand Prix,gasly,GAS,alpine,20,16,7,4,0,1,5,17
2025,16,Italian Grand Prix,colapinto,COL,alpine,17,17,5,0,0,1,0,6
2025,16,Italian Grand Prix,stroll,STR,aston_martin,16,18,4,-2,0,1,5,8
2025,16,Italian Grand Prix,alonso,ALO,aston_martin,8,19,3,-11,0,0,0,-8
2025,16,Italian Grand Prix,hulkenberg,HUL,sauber,12,20,2,-8,0,0,0,-6
2025,17,Azerbaijan Grand Prix,max_verstappen,VER,red_bull,1,1,40,0,3,1,5,49
2025,17,Azerbaijan Grand Prix,russell,RUS,mercedes,5,2,37,3,0,1,5,46
2025,17,Azerbaijan Grand Prix,sainz,SAI,williams,2,3,35,-1,0,1,5,40
2025,17,Azerbaijan Grand Prix,antonelli,ANT,mercedes,4,4,32,0,0,1,0,33
2025,17,Azerbaijan Grand Prix,lawson,LAW,rb,3,5,30,-2,0,1,5,34
2025,17,Azerbaijan Grand Prix,tsunoda,TSU,red_bull,6,6,27,0,0,1,0,28
2025,17,Azerbaijan Grand Prix,norris,NOR,mclaren,7,7,25,0,0,1,5,31
2025,17,Azerbaijan Grand Prix,hamilton,HAM,ferrari,12,8,23,4,0,1,5,33
2025,17,Azerbaijan Grand Prix,leclerc,LEC,ferrari,10,9,22,1,0,1,0,24
2025,17,Azerbaijan Grand Prix,hadjar,HAD,rb,8,10,20,-2,0,1,0,19
2025,17,Azerbaijan Grand Prix,bortoleto,BOR,sauber,13,11,17,2,0,1,5,25
2025,17,Azerbaijan Grand Prix,bearman,BEA,haas,15,12,15,3,0,1,5,24
2025,17,Azerbaijan Grand Prix,albon,ALB,williams,19,13,13,6,0,1,0,20
2025,17,Azerbaijan Grand Prix,ocon,OCO,haas,20,14,12,6,0,1,0,19
2025,17,Azerbaijan Grand Prix,alonso,ALO,aston_martin,11,15,10,-4,0,1,5,12
2025,17,Azerbaijan Grand Prix,hulkenberg,HUL,sauber,17,16,7,1,0,1,0,9
2025,17,Azerbaijan Grand Prix,stroll,STR,aston_martin,14,17,5,-3,0,1,0,3
2025,17,Azerbaijan Grand Prix,gasly,GAS,alpine,18,18,4,0,0,1,5,10
2025,17,Azerbaijan Grand Prix,colapinto,COL,alpine,16,19,3,-3,0,1,0,1
2025,17,Azerbaijan Grand Prix,piastri,PIA,mclaren,9,20,2,-11,0,0,0,-9
2025,18,Singapore Grand Prix,russell,RUS,mercedes,1,1,40,0,0,1,5,46
2025,18,Singapore Grand Prix,max_verstappen,VER,red_bull,2,2,37,0,0,1,5,43
2025,18,Singapore Grand Prix,norris,NOR,mclaren,5,3,35,2,0,1,5,43
2025,18,Singapore Grand Prix,piastri,PIA,mclaren,3,4,32,-1,0,1,0,32
2025,18,Singapore Grand Prix,antonelli,ANT,mercedes,4,5,30,-1,0,1,0,30
2025,18,Singapore Grand Prix,leclerc,LEC,ferrari,7,6,27,1,0,1,5,34
2025,18,Singapore Grand Prix,alonso,ALO,aston_martin,10,7,25,3,0,1,5,34
2025,18,Singapore Grand Prix,hamilton,HAM,ferrari,6,8,23,-2,3,1,0,25
2025,18,Singapore Grand Prix,bearman,BEA,haas,9,9,22,0,0,1,5,28
2025,18,Singapore Grand Prix,sainz,SAI,williams,18,10,20,8,0,1,5,34
2025,18,Singapore Grand Prix,hadjar,HAD,rb,8,11,17,-3,0,1,5,20
2025,18,Singapore Grand Prix,tsunoda,TSU,red_bull,13,12,15,1,0,1,0,17
2025,18,Singapore Grand Prix,stroll,STR,aston_martin,15,13,13,2,0,1,0,16
2025,18,Singapore Grand Prix,albon,ALB,williams,20,14,12,6,0,1,0,19
2025,18,Singapore Grand Prix,lawson,LAW,rb,12,15,10,-3,0,1,0,8
2025,18,Singapore Grand Prix,colapinto,COL,alpine,16,16,7,0,0,1,5,13
2025,18,Singapore Grand Prix,bortoleto,BOR,sauber,14,17,5,-3,0,1,5,8
2025,18,Singapore Grand Prix,ocon,OCO,haas,17,18,4,-1,0,1,0,4
2025,18,Singapore Grand Prix,gasly,GAS,alpine,19,19,3,0,0,1,0,4
2025,18,Singapore Grand Prix,hulkenberg,HUL,sauber,11,20,2,-9,0,1,0,-6
2025,19,United States Grand Prix,max_verstappen,VER,red_bull,1,1,40,0,0,1,5,46
2025,19,United States Grand Prix,norris,NOR,mclaren,2,2,37,0,0,1,5,43
2025,19,United States Grand Prix,leclerc,LEC,ferrari,3,3,35,0,0,1,5,41
2025,19,United States Grand Prix,hamilton,HAM,ferrari,5,4,32,1,0,1,0,34
2025,19,United States Grand Prix,piastri,PIA,mclaren,6,5,30,1,0,1,0,32
2025,19,United States Grand Prix,russell,RUS,mercedes,4,6,27,-2,0,1,5,31
2025,19,United States Grand Prix,tsunoda,TSU,red_bull,13,7,25,6,0,1,0,32
2025,19,United States Grand Prix,hulkenberg,HUL,sauber,11,8,23,3,0,1,5,32
2025,19,United States Grand Prix,bearman,BEA,haas,8,9,22,-1,0,1,5,27
2025,19,United States Grand Prix,alonso,ALO,aston_martin,10,10,20,0,0,1,5,26
2025,19,United States Grand Prix,lawson,LAW,rb,12,11,17,1,0,1,5,24
2025,19,United States Grand Prix,stroll,STR,aston_martin,19,12,15,7,0,1,0,23
2025,19,United States Grand Prix,antonelli,ANT,mercedes,7,13,13,-6,3,1,0,11
2025,19,United States Grand Prix,albon,ALB,williams,18,14,12,4,0,1,5,22
2025,19,United States Grand Prix,ocon,OCO,haas,17,15,10,2,0,1,0,13
2025,19,United States Grand Prix,hadjar,HAD,rb,20,16,7,4,0,1,0,12
2025,19,United States Grand Prix,colapinto,COL,alpine,15,17,5,-2,0,1,5,9
2025,19,United States Grand Prix,bortoleto,BOR,sauber,16,18,4,-2,0,1,0,3
2025,19,United States Grand Prix,gasly,GAS,alpine,14,19,3,-5,0,1,0,-1
2025,19,United States Grand Prix,sainz,SAI,williams,9,20,2,-11,0,0,0,-9
2025,20,Mexico City Grand Prix,norris,NOR,mclaren,1,1,40,0,0,1,5,46
2025,20,Mexico City Grand Prix,leclerc,LEC,ferrari,2,2,37,0,0,1,5,43
2025,20,Mexico City Grand Prix,max_verstappen,VER,red_bull,5,3,35,2,0,1,5,43
2025,20,Mexico City Grand Prix,bearman,BEA,haas,9,4,32,5,0,1,5,43
2025,20,Mexico City Grand Prix,piastri,PIA,mclaren,7,5,30,2,0,1,0,33
2025,20,Mexico City Grand Prix,antonelli,ANT,mercedes,6,6,27,0,0,1,5,33
2025,20,Mexico City Grand Prix,russell,RUS,mercedes,4,7,25,-3,3,1,0,26
2025,20,Mexico City Grand Prix,hamilton,HAM,ferrari,3,8,23,-5,0,1,0,19
2025,20,Mexico City Grand Prix,ocon,OCO,haas,11,9,22,2,0,1,0,25
2025,20,Mexico City Grand Prix,bortoleto,BOR,sauber,16,10,20,6,0,1,5,32
2025,20,Mexico City Grand Prix,tsunoda,TSU,red_bull,10,11,17,-1,0,1,0,17
2025,20,Mexico City Grand Prix,albon,ALB,williams,17,12,15,5,0,1,5,26
2025,20,Mexico City Grand Prix,hadjar,HAD,rb,8,13,13,-5,0,1,5,14
2025,20,Mexico City Grand Prix,stroll,STR,aston_martin,19,14,12,5,0,1,5,23
2025,20,Mexico City Grand Prix,gasly,GAS,alpine,18,15,10,3,0,1,5,19
2025,20,Mexico City Grand Prix,colapinto,COL,alpine,20,16,7,4,0,1,0,12
2025,20,Mexico City Grand Prix,sainz,SAI,williams,12,17,5,-5,0,1,0,1
2025,20,Mexico City Grand Prix,alonso,ALO,aston_martin,14,18,4,-4,0,0,0,0
2025,20,Mexico City Grand Prix,hulkenberg,HUL,sauber,13,19,3,-6,0,0,0,-3
2025,20,Mexico City Grand Prix,lawson,LAW,rb,15,20,2,-5,0,0,0,-3
2025,21,São Paulo Grand Prix,norris,NOR,mclaren,1,1,40,0,0,1,5,46
2025,21,São Paulo Grand Prix,antonelli,ANT,mercedes,2,2,37,0,0,1,5,43
2025,21,São Paulo Grand Prix,max_verstappen,VER,red_bull,19,3,35,16,0,1,5,57
2025,21,São Paulo Grand Prix,russell,RUS,mercedes,6,4,32,2,0,1,0,35
2025,21,São Paulo Grand Prix,piastri,PIA,mclaren,4,5,30,-1,0,1,0,30
2025,21,São Paulo Grand Prix,bearman,BEA,haas,8,6,27,2,0,1,5,35
2025,21,São Paulo Grand Prix,lawson,LAW,rb,7,7,25,0,0,1,5,31
2025,21,São Paulo Grand Prix,hadjar,HAD,rb,5,8,23,-3,0,1,0,21
2025,21,São Paulo Grand Prix,hulkenberg,HUL,sauber,10,9,22,1,0,1,5,29
2025,21,São Paulo Grand Prix,gasly,GAS,alpine,9,10,20,-1,0,1,5,25
2025,21,São Paulo Grand Prix,albon,ALB,williams,12,11,17,1,3,1,5,27
2025,21,São Paulo Grand Prix,ocon,OCO,haas,20,12,15,8,0,1,0,24
2025,21,São Paulo Grand Prix,sainz,SAI,williams,15,13,13,2,0,1,0,16
2025,21,São Paulo Grand Prix,alonso,ALO,aston_martin,11,14,12,-3,0,1,5,15
2025,21,São Paulo Grand Prix,colapinto,COL,alpine,16,15,10,1,0,1,0,12
2025,21,São Paulo Grand Prix,stroll,STR,aston_martin,14,16,7,-2,0,1,0,6
2025,21,São Paulo Grand Prix,tsunoda,TSU,red_bull,17,17,5,0,0,1,0,6
2025,21,São Paulo Grand Prix,hamilton,HAM,ferrari,13,18,4,-5,0,0,5,4
2025,21,São Paulo Grand Prix,leclerc,LEC,ferrari,3,19,3,-16,0,0,0,-13
2025,21,São Paulo Grand Prix,bortoleto,BOR,sauber,18,20,2,-2,0,0,0,0
2025,22,Las Vegas Grand Prix,max_verstappen,VER,red_bull,2,1,40,1,3,1,5,50
2025,22,Las Vegas Grand Prix,russell,RUS,mercedes,4,2,37,2,0,1,5,45
2025,22,Las Vegas Grand Prix,antonelli,ANT,mercedes,17,3,35,14,0,1,0,50
2025,22,Las Vegas Grand Prix,leclerc,LEC,ferrari,9,4,32,5,0,1,5,43
2025,22,Las Vegas Grand Prix,sainz,SAI,williams,3,5,30,-2,0,1,5,34
2025,22,Las Vegas Grand Prix,hadjar,HAD,rb,8,6,27,2,0,1,5,35
2025,22,Las Vegas Grand Prix,hulkenberg,HUL,sauber,11,7,25,4,0,1,5,35
2025,22,Las Vegas Grand Prix,hamilton,HAM,ferrari,19,8,23,11,0,1,0,35
2025,22,Las Vegas Grand Prix,ocon,OCO,haas,13,9,22,4,0,1,5,32
2025,22,Las Vegas Grand Prix,bearman,BEA,haas,14,10,20,4,0,1,0,25
2025,22,Las Vegas Grand Prix,alonso,ALO,aston_martin,7,11,17,-4,0,1,5,19
2025,22,Las Vegas Grand Prix,tsunoda,TSU,red_bull,20,12,15,8,0,1,0,24
2025,22,Las Vegas Grand Prix,gasly,GAS,alpine,10,13,13,-3,0,1,5,16
2025,22,Las Vegas Grand Prix,lawson,LAW,rb,6,14,12,-8,0,1,0,5
2025,22,Las Vegas Grand Prix,colapinto,COL,alpine,15,15,10,0,0,1,0,11
2025,22,Las Vegas Grand Prix,albon,ALB,williams,16,16,7,0,0,0,0,7
2025,22,Las Vegas Grand Prix,bortoleto,BOR,sauber,18,17,5,1,0,0,0,6
2025,22,Las Vegas Grand Prix,stroll,STR,aston_martin,12,18,4,-6,0,0,0,-2
2025,22,Las Vegas Grand Prix,norris,NOR,mclaren,1,19,3,-18,0,1,5,-9
2025,22,Las Vegas Grand Prix,piastri,PIA,mclaren,5,20,2,-15,0,1,0,-12
2025,23,Qatar Grand Prix,max_verstappen,VER,red_bull,3,1,40,2,0,1,5,48
2025,23,Qatar Grand Prix,piastri,PIA,mclaren,1,2,37,-1,3,1,5,45
2025,23,Qatar Grand Prix,sainz,SAI,williams,7,3,35,4,0,1,5,45
2025,23,Qatar Grand Prix,norris,NOR,mclaren,2,4,32,-2,0,1,0,31
2025,23,Qatar Grand Prix,antonelli,ANT,mercedes,5,5,30,0,0,1,5,36
2025,23,Qatar Grand Prix,russell,RUS,mercedes,4,6,27,-2,0,1,0,26
2025,23,Qatar Grand Prix,alonso,ALO,aston_martin,8,7,25,1,0,1,5,32
2025,23,Qatar Grand Prix,leclerc,LEC,ferrari,10,8,23,2,0,1,5,31
2025,23,Qatar Grand Prix,lawson,LAW,rb,12,9,22,3,0,1,5,31
2025,23,Qatar Grand Prix,tsunoda,TSU,red_bull,15,10,20,5,0,1,0,26
2025,23,Qatar Grand Prix,albon,ALB,williams,14,11,17,3,0,1,0,21
2025,23,Qatar Grand Prix,hamilton,HAM,ferrari,17,12,15,5,0,1,0,21
2025,23,Qatar Grand Prix,bortoleto,BOR,sauber,19,13,13,6,0,1,5,25
2025,23,Qatar Grand Prix,colapinto,COL,alpine,20,14,12,6,0,1,5,24
2025,23,Qatar Grand Prix,ocon,OCO,haas,16,15,10,1,0,1,5,17
2025,23,Qatar Grand Prix,gasly,GAS,alpine,9,16,7,-7,0,1,0,1
2025,23,Qatar Grand Prix,stroll,STR,aston_martin,18,17,5,1,0,1,0,7
2025,23,Qatar Grand Prix,hadjar,HAD,rb,6,18,4,-12,0,1,0,-7
2025,23,Qatar Grand Prix,bearman,BEA,haas,13,19,3,-6,0,0,0,-3
2025,23,Qatar Grand Prix,hulkenberg,HUL,sauber,11,20,2,-9,0,0,0,-7
2025,24,Abu Dhabi Grand Prix,max_verstappen,VER,red_bull,1,1,40,0,0,1,5,46
2025,24,Abu Dhabi Grand Prix,piastri,PIA,mclaren,3,2,37,1,0,1,5,44
2025,24,Abu Dhabi Grand Prix,norris,NOR,mclaren,2,3,35,-1,0,1,0,35
2025,24,Abu Dhabi Grand Prix,leclerc,LEC,ferrari,5,4,32,1,3,1,5,42
2025,24,Abu Dhabi Grand Prix,russell,RUS,mercedes,4,5,30,-1,0,1,5,35
2025,24,Abu Dhabi Grand Prix,alonso,ALO,aston_martin,6,6,27,0,0,1,5,33
2025,24,Abu Dhabi Grand Prix,ocon,OCO,haas,8,7,25,1,0,1,5,32
2025,24,Abu Dhabi Grand Prix,hamilton,HAM,ferrari,16,8,23,8,0,1,0,32
2025,24,Abu Dhabi Grand Prix,hulkenberg,HUL,sauber,18,9,22,9,0,1,5,37
2025,24,Abu Dhabi Grand Prix,stroll,STR,aston_martin,15,10,20,5,0,1,0,26
2025,24,Abu Dhabi Grand Prix,bortoleto,BOR,sauber,7,11,17,-4,0,1,0,14
2025,24,Abu Dhabi Grand Prix,bearman,BEA,haas,11,12,15,-1,0,1,0,15
2025,24,Abu Dhabi Grand Prix,sainz,SAI,williams,12,13,13,-1,0,1,5,18
2025,24,Abu Dhabi Grand Prix,tsunoda,TSU,red_bull,10,14,12,-4,0,1,0,9
2025,24,Abu Dhabi Grand Prix,antonelli,ANT,mercedes,14,15,10,-1,0,1,0,10
2025,24,Abu Dhabi Grand Prix,albon,ALB,williams,17,16,7,1,0,1,0,9
2025,24,Abu Dhabi Grand Prix,hadjar,HAD,rb,9,17,5,-8,0,1,5,3
2025,24,Abu Dhabi Grand Prix,lawson,LAW,rb,13,18,4,-5,0,1,0,0
2025,24,Abu Dhabi Grand Prix,gasly,GAS,alpine,19,19,3,0,0,1,5,9
2025,24,Abu Dhabi Grand Prix,colapinto,COL,alpine,20,20,2,0,0,1,0,3
2026,1,Australian Grand Prix,russell,RUS,mercedes,1,1,40,0,0,1,5,46
2026,1,Australian Grand Prix,antonelli,ANT,mercedes,2,2,37,0,0,1,0,38
2026,1,Australian Grand Prix,leclerc,LEC,ferrari,4,3,35,1,0,1,5,42
2026,1,Australian Grand Prix,hamilton,HAM,ferrari,7,4,32,3,0,1,0,36
2026,1,Australian Grand Prix,norris,NOR,mclaren,6,5,30,1,0,1,5,37
2026,1,Australian Grand Prix,max_verstappen,VER,red_bull,20,6,27,14,3,1,5,50
2026,1,Australian Grand Prix,bearman,BEA,haas,12,7,25,5,0,1,5,36
2026,1,Australian Grand Prix,arvid_lindblad,LIN,rb,9,8,23,1,0,1,5,30
2026,1,Australian Grand Prix,bortoleto,BOR,audi,10,9,22,1,0,1,5,29
